id,name_id,year,total_surveys,total_volunteers,total_volunteer_min,total_length_m,additional_area_cleaned_m,total_bags,total_weight_kg,total_litter,avg_per_100m,updated_at
2169,197,2023,15,74,7245,1500,1320,14,43.4,3777,203.5,2025-08-18 18:46:11
2170,197,2022,24,259,19980,2400,130,38,87.8,6931,306,2025-08-18 18:46:11
2171,197,2021,16,111,8720,1700,500,32,44.6,4254,164,2025-08-18 18:46:11
2172,197,2020,7,30,2400,620,900,9,17.4,2542,210.5,2025-08-18 18:46:11
2173,197,2019,10,1280,34215,1200,2750,39,79.5,7138,576.5,2025-08-18 18:46:11
2174,197,2018,15,480,47495,1500,4900,55,314.9,9154,495,2025-08-18 18:46:11
2175,197,2017,8,198,21144,8200,2500,65,241.9,8727,593.5,2025-08-18 18:46:11
2176,197,2016,13,247,24930,1400,3850,105,260.7,12004,930.5,2025-08-18 18:46:11
2177,197,2015,13,263,37185,1250,2200,99,317.9,9832,316.5,2025-08-18 18:46:11
2178,197,2014,12,98,13795,1250,250,46,135.2,10991,455,2025-08-18 18:46:11
2179,197,2013,5,81,9648,850,1000,36,298.6,5643,385.4,2025-08-18 18:46:11
2180,197,2012,9,137,10958,1400,1900,45,170.7,9017,749,2025-08-18 18:46:11
2181,197,2011,6,65,9450,700,1100,31,107.2,9128,1199.5,2025-08-18 18:46:11
2182,197,2010,10,100,11885,1150,150,44,179.7,15966,897.5,2025-08-18 18:46:11
2183,197,2009,14,174,15803,1800,1400,64,158.8,12307,936.3,2025-08-18 18:46:11
2184,197,2008,14,145,9871,2435,0,84,370.7,24862,971.5,2025-08-18 18:46:11
2185,197,2007,6,76,7330,900,0,31,144.8,6984,1323,2025-08-18 18:46:11
2186,197,2006,5,42,6330,1150,0,44,199.9,6218,1100,2025-08-18 18:46:11
2187,197,2005,12,138,5363,1950,0,71,274,10734,838.5,2025-08-18 18:46:11
2188,197,2004,6,59,0,800,0,39,141.5,8245,657.5,2025-08-18 18:46:11
2189,197,2003,1,15,0,273,0,6,9.5,580,580.2,2025-08-18 18:46:11
2190,197,2002,4,20,0,1600,0,16,122.5,771,170.6,2025-08-18 18:46:11
2191,197,2001,3,30,1978,991,0,20,108,1591,661.8,2025-08-18 18:46:11
2192,197,2000,1,17,1020,200,0,6,30,639,638.5,2025-08-18 18:46:11
2193,197,1999,1,4,480,100,0,1,5,225,225,2025-08-18 18:46:11
2194,197,1998,1,3,360,100,0,3,19,1053,1053,2025-08-18 18:46:11
2195,197,1997,1,35,766,548,0,27,219,1978,1977.6,2025-08-18 18:46:11
2196,197,1996,1,15,600,300,0,6,10,331,331,2025-08-18 18:46:11
2197,197,1995,1,34,628,650,0,35,423.2,1352,1351.5,2025-08-18 18:46:11
2198,197,1994,5,68,1875,3550,0,97,1064.6,2664,170.9,2025-08-18 18:46:11
2199,201,2002,1,16,0,100,0,14,84,2347,2347,2025-08-18 18:46:11
2200,201,2000,1,8,320,300,0,18,73,608,608.3,2025-08-18 18:46:11
2201,201,1999,1,8,640,150,0,15,75,919,918.7,2025-08-18 18:46:11
2202,201,1998,1,12,509,283,0,21,83.6,421,420.9,2025-08-18 18:46:11
2203,202,2024,4,41,3420,400,900,11,61,905,185.5,2025-08-18 18:46:11
2204,202,2023,1,3,360,100,0,1,60,170,170,2025-08-18 18:46:11
2205,202,2022,4,30,3840,400,300,6,50,2179,399,2025-08-18 18:46:11
2206,202,2021,1,5,525,100,100,1,2.5,420,420,2025-08-18 18:46:11
2207,202,2020,3,5,365,416,0,3,40,792,382.6,2025-08-18 18:46:11
2208,202,2019,5,53,5683,500,280,13,40,3836,749,2025-08-18 18:46:11
2209,202,2018,3,47,6486,283,533,4,20.5,1020,355,2025-08-18 18:46:11
2210,202,2017,3,65,6630,300,400,13,17.9,3899,728,2025-08-18 18:46:11
2211,202,2016,2,69,7350,200,0,13,28.6,1707,853.5,2025-08-18 18:46:11
2212,202,2015,3,66,6518,600,3,23,76.2,3166,866.6,2025-08-18 18:46:11
2213,202,2014,6,95,9154,802,170,33,185,3941,491,2025-08-18 18:46:11
2214,202,2013,3,45,30594,715,1333,13,59,1319,486.7,2025-08-18 18:46:11
2215,202,2012,1,12,5760,50,0,7,16.3,910,910,2025-08-18 18:46:11
2216,202,2011,2,23,2663,359,31,9,60,3345,1672.7,2025-08-18 18:46:11
2217,202,2010,3,38,2709,686,0,19,215,3506,1696,2025-08-18 18:46:11
2218,202,2009,3,20,6638,102,0,12,92.5,8916,2013.3,2025-08-18 18:46:11
2219,202,2008,11,100,16930,1852,0,40,60.8,7102,134.5,2025-08-18 18:46:11
2220,202,2007,12,264,14839,2348,0,56,881.4,9565,240.8,2025-08-18 18:46:11
2221,202,2006,10,156,22061,1271,0,81,382.5,17588,431.8,2025-08-18 18:46:11
2222,202,2005,10,101,6940,1432,0,87,373.9,18249,640,2025-08-18 18:46:11
2223,202,2004,11,121,3480,1459,0,59,357.7,21053,1006.3,2025-08-18 18:46:11
2224,202,2003,3,40,0,500,0,27,95,6930,1890.5,2025-08-18 18:46:11
2225,202,2002,2,25,0,700,0,18,146,1283,641.4,2025-08-18 18:46:11
2226,202,2001,2,29,1200,350,0,22,170,1903,951.5,2025-08-18 18:46:11
2227,202,2000,1,15,0,100,0,13,0,1859,1859,2025-08-18 18:46:11
2228,202,1998,3,26,1167,710,0,10,37.8,1622,205.8,2025-08-18 18:46:11
2229,202,1997,1,29,696,500,0,18,101,704,703.8,2025-08-18 18:46:11
2230,206,2024,27,296,26435,4700,1727,78,220.1,5380,121,2025-08-18 18:46:11
2231,206,2023,18,355,27529,3300,2978,55,269.2,7386,404.5,2025-08-18 18:46:11
2232,206,2022,28,300,22840,4400,1520,85,240.7,5477,57,2025-08-18 18:46:11
2233,206,2021,6,138,19845,600,550,23,60.1,2064,321.5,2025-08-18 18:46:11
2234,206,2020,10,62,5126,1050,50,23,57.5,3505,199.5,2025-08-18 18:46:11
2235,206,2019,9,178,17180,900,1200,17,63.8,3473,334.5,2025-08-18 18:46:11
2236,206,2018,13,423,51005,1300,3035,52,105.6,6571,304,2025-08-18 18:46:11
2237,206,2017,10,193,18515,1100,500,31,21.1,4299,566,2025-08-18 18:46:11
2238,206,2016,11,103,8100,1100,700,36,95.5,3959,265.5,2025-08-18 18:46:11
2239,206,2015,9,141,9370,1100,25,51,125,5493,498,2025-08-18 18:46:11
2240,206,2014,9,120,8162,885,589,81,243.4,11536,974,2025-08-18 18:46:11
2241,206,2013,10,118,4566,4656,1010,87,417.6,5710,701,2025-08-18 18:46:11
2242,206,2012,21,248,13309,4500,100,136,393.3,9945,417.5,2025-08-18 18:46:11
2243,206,2011,17,150,7972,5880,0,93,359.5,7796,350.5,2025-08-18 18:46:11
2244,206,2010,25,299,19207,7690,0,221,922.2,13608,371.6,2025-08-18 18:46:11
2245,206,2009,19,202,13341,2840,300,117,549.7,12052,437.6,2025-08-18 18:46:11
2246,206,2008,21,181,15295,3200,0,126,647.1,11324,270,2025-08-18 18:46:11
2247,206,2007,19,190,25316,3130,0,133,548.8,17122,393.6,2025-08-18 18:46:11
2248,206,2006,14,157,12036,2355,0,135,259.3,9821,578.8,2025-08-18 18:46:11
2249,206,2005,17,147,8824,2348,0,96,464.8,9763,276,2025-08-18 18:46:11
2250,206,2004,6,88,0,1205,0,82,411.4,4502,550,2025-08-18 18:46:11
2251,206,2003,1,20,0,100,0,12,20,176,176,2025-08-18 18:46:11
2252,206,2002,4,47,120,833,0,20,52.2,1439,280,2025-08-18 18:46:11
2253,206,2001,2,36,2080,450,0,13,76,1218,608.8,2025-08-18 18:46:11
2254,206,2000,2,46,2720,575,0,21,0,3031,1515.3,2025-08-18 18:46:11
2255,206,1999,4,49,2615,687,0,42,269,1837,511.8,2025-08-18 18:46:11
2256,206,1998,7,133,6061,2220,0,136,897.5,3798,350,2025-08-18 18:46:11
2257,206,1997,1,20,688,349,0,25,26.8,410,410,2025-08-18 18:46:11
2258,206,1996,3,46,926,1650,0,8,48,856,334.5,2025-08-18 18:46:11
2259,206,1995,3,81,3494,1880,0,42,200,1187,102,2025-08-18 18:46:11
2260,206,1994,5,87,4620,8595,0,132,786,2159,259.9,2025-08-18 18:46:11
2261,214,2022,1,3,120,300,0,6,25,108,108.3,2025-08-18 18:46:11
2262,214,2019,1,12,1170,200,0,14,0,1825,1825,2025-08-18 18:46:11
2263,214,2018,1,8,1080,100,0,21,0,1321,1321,2025-08-18 18:46:11
2264,214,2006,1,19,2280,100,0,25,162,14948,14948,2025-08-18 18:46:11
2265,214,2005,1,3,180,100,0,18,0,6546,6546,2025-08-18 18:46:11
2266,214,2004,1,21,0,300,0,42,0,1140,1140,2025-08-18 18:46:11
2267,214,2003,1,5,0,200,0,22,0,5295,5294.5,2025-08-18 18:46:11
2268,215,2024,7,56,8520,700,205,20,46.5,5184,732.5,2025-08-18 18:46:11
2269,215,2023,8,50,5910,800,0,14,87.3,3486,389,2025-08-18 18:46:11
2270,215,2022,5,33,2880,500,0,8,39,2401,494.8,2025-08-18 18:46:11
2271,215,2021,5,32,4080,500,150,7,26.4,2834,510,2025-08-18 18:46:11
2272,215,2020,3,13,1994,290,50,7,16.7,958,377,2025-08-18 18:46:11
2273,215,2019,5,63,5955,500,240,21,56.8,2667,517,2025-08-18 18:46:11
2274,215,2018,6,91,8070,600,600,36,124.3,5040,718,2025-08-18 18:46:11
2275,215,2017,3,27,2790,300,0,10,49.8,1525,365,2025-08-18 18:46:11
2276,215,2016,8,94,9600,800,150,29,220.5,5635,638.5,2025-08-18 18:46:11
2277,215,2015,4,38,3900,400,200,10,29.9,1699,398,2025-08-18 18:46:11
2278,215,2014,7,146,16395,700,2500,37,167.9,4945,597.5,2025-08-18 18:46:11
2279,215,2013,4,125,13875,400,2200,19,79.2,1855,394.5,2025-08-18 18:46:11
2280,215,2012,2,54,6080,200,0,16,24.5,1384,692,2025-08-18 18:46:11
2281,217,2024,51,678,73676,5130,13970,92,259.7,16232,246,2025-08-18 18:46:11
2282,217,2023,59,644,69011,5990,14833,96,349.6,16429,126.6,2025-08-18 18:46:11
2283,217,2022,48,561,49805,5500,20400,106,312.4,15502,244,2025-08-18 18:46:11
2284,217,2021,50,482,50431,6920,18750,84,123.6,11592,166,2025-08-18 18:46:11
2285,217,2020,22,95,9671,2603,1450,35,183,5204,207.8,2025-08-18 18:46:11
2286,217,2019,64,1083,110175,6773,12110,98,304.8,16229,95.3,2025-08-18 18:46:11
2287,217,2018,66,1037,88172,10670,9617,137,1489.8,14080,83,2025-08-18 18:46:11
2288,217,2017,25,515,49055,3600,12144,70,265.9,17849,224,2025-08-18 18:46:11
2289,217,2016,29,399,35432,4300,4570,142,161.1,13019,326,2025-08-18 18:46:11
2290,217,2015,20,494,36039,6450,2700,119,456.9,12499,193,2025-08-18 18:46:11
2291,217,2014,21,300,44787,7295,1024,76,931.4,3133,116.2,2025-08-18 18:46:11
2292,217,2013,15,174,5721,9171,353,79,218.5,2574,101.3,2025-08-18 18:46:11
2293,217,2012,16,207,8096,6550,1900,139,434.2,4765,173.5,2025-08-18 18:46:11
2294,217,2011,33,402,22564,18514,2301,279,1309.8,8783,192.5,2025-08-18 18:46:11
2295,217,2010,32,434,16025,15369,2800,231,603.2,8154,183.9,2025-08-18 18:46:11
2296,217,2009,32,517,79459,7259,868,159,495.5,28817,349,2025-08-18 18:46:11
2297,217,2008,46,598,40530,10470,0,179,525.6,12930,159,2025-08-18 18:46:11
2298,217,2007,55,361,39994,9295,0,188,435.7,14355,155.5,2025-08-18 18:46:11
2299,217,2006,49,319,17774,12765,0,173,1517.7,10912,119.1,2025-08-18 18:46:11
2300,217,2005,34,283,8599,7907,0,127,245.8,7943,135.3,2025-08-18 18:46:11
2301,217,2004,19,169,60,6006,0,98,101.5,8184,226.8,2025-08-18 18:46:11
2302,217,2003,11,96,0,4220,0,68,153,5069,341.9,2025-08-18 18:46:11
2303,217,2002,4,30,0,950,0,13,68,1116,186.3,2025-08-18 18:46:11
2304,217,2001,4,44,691,2200,0,26,21,1162,202.5,2025-08-18 18:46:11
2305,217,2000,3,23,997,845,0,11,27,1376,299,2025-08-18 18:46:11
2306,217,1999,1,2,200,120,0,2,12,113,112.5,2025-08-18 18:46:11
2307,217,1998,2,50,2544,1100,0,29,344,696,348.1,2025-08-18 18:46:11
2308,217,1997,2,36,1290,2404,0,40,152,744,371.8,2025-08-18 18:46:11
2309,217,1996,3,41,239,7300,0,48,158.5,773,53.5,2025-08-18 18:46:11
2310,217,1995,4,42,412,6204,0,84,562.5,1199,50.3,2025-08-18 18:46:11
2311,217,1994,4,36,765,3218,0,34,204,229,56.2,2025-08-18 18:46:11
2312,219,2024,2,12,880,400,0,8,0.6,246,123.2,2025-08-18 18:46:11
2313,219,2023,5,19,1350,500,2609,9,10.5,1590,269.3,2025-08-18 18:46:11
2314,219,2017,1,30,1800,100,600,3,7,306,306,2025-08-18 18:46:11
2315,219,2016,2,24,2160,200,200,18,0,1987,993.5,2025-08-18 18:46:11
2316,219,2014,4,72,10230,600,0,41,153,7941,912,2025-08-18 18:46:11
2317,219,2013,2,17,1740,200,500,9,54.3,1883,941.5,2025-08-18 18:46:11
2318,219,2012,2,40,2486,450,300,25,136.8,991,495.4,2025-08-18 18:46:11
2319,219,2011,1,2,300,100,100,4,31.5,450,450,2025-08-18 18:46:11
2320,219,2010,1,3,270,100,100,4,21.1,243,243,2025-08-18 18:46:11
2321,219,2009,1,3,180,100,75,4,11.7,671,671,2025-08-18 18:46:11
2322,219,2008,1,15,900,100,0,28,0,900,900,2025-08-18 18:46:11
2323,219,2007,4,49,3102,1800,0,65,195,2431,415.2,2025-08-18 18:46:11
2324,219,2005,1,8,480,200,0,13,0,719,719,2025-08-18 18:46:11
2325,219,2004,1,5,0,150,0,8,0,243,242.7,2025-08-18 18:46:11
2326,219,2003,2,22,0,1100,0,24,100,2066,1032.8,2025-08-18 18:46:11
2327,219,2002,2,11,0,200,0,14,51,846,423,2025-08-18 18:46:11
2328,219,2001,6,53,172,3509,0,103,210,3003,382.3,2025-08-18 18:46:11
2329,219,2000,1,8,350,274,0,7,20.3,354,353.7,2025-08-18 18:46:11
2330,219,1997,1,24,1920,150,0,14,49,1627,1627.3,2025-08-18 18:46:11
2331,219,1996,1,11,660,200,0,15,60.5,1031,1031,2025-08-18 18:46:11
2332,219,1994,1,21,168,1500,0,25,150,230,229.8,2025-08-18 18:46:11
2333,223,2024,17,413,35580,1660,2040,51,368.5,11349,550.5,2025-08-18 18:46:11
2334,223,2023,20,266,23214,5200,1600,52,233,5985,245.5,2025-08-18 18:46:11
2335,223,2022,9,130,17970,950,1250,48,142,13967,468,2025-08-18 18:46:11
2336,223,2021,4,36,3870,700,100,25,48.6,1621,480.8,2025-08-18 18:46:11
2337,223,2020,6,33,4860,600,0,8,20.5,588,82.5,2025-08-18 18:46:11
2338,223,2019,6,197,19699,600,1000,14,53.1,2422,354.8,2025-08-18 18:46:11
2339,223,2018,6,203,18649,7400,1400,25,77,2811,84,2025-08-18 18:46:11
2340,223,2017,6,54,6540,600,5500,33,39.5,1993,146.5,2025-08-18 18:46:11
2341,223,2016,8,42,2250,2400,6200,24,5,1038,75.6,2025-08-18 18:46:11
2342,223,2015,5,57,4985,700,850,36,12,1540,311,2025-08-18 18:46:11
2343,223,2014,6,46,1266,9500,2902,66,33,580,34.9,2025-08-18 18:46:11
2344,223,2013,5,43,4001,550,900,18,32,683,133.3,2025-08-18 18:46:11
2345,223,2012,7,73,4404,3250,0,45,26.1,1509,137,2025-08-18 18:46:11
2346,223,2011,9,50,1795,5580,1000,52,55.5,1879,142.2,2025-08-18 18:46:11
2347,223,2010,10,80,8814,2940,900,62,88.8,3308,297.5,2025-08-18 18:46:11
2348,223,2009,9,71,4064,3760,1,41,44.3,3776,179.2,2025-08-18 18:46:11
2349,223,2008,8,74,4803,4760,0,50,48.5,4593,256.3,2025-08-18 18:46:11
2350,223,2007,12,88,7877,4580,0,69,191.8,4418,429.5,2025-08-18 18:46:11
2351,223,2006,10,63,2723,2900,0,52,188,3294,193,2025-08-18 18:46:11
2352,223,2005,10,48,1380,1945,0,42,122,3840,461.5,2025-08-18 18:46:11
2353,223,2004,9,80,0,9710,0,92,427,10569,344.6,2025-08-18 18:46:11
2354,223,2003,7,50,0,8900,0,72,639,550,86.3,2025-08-18 18:46:11
2355,223,2002,3,3,0,2200,0,3,75,450,106,2025-08-18 18:46:11
2356,223,2001,5,5,0,3150,0,5,134,698,74.2,2025-08-18 18:46:11
2357,223,2000,3,4,12,1620,0,4,62,814,293.4,2025-08-18 18:46:11
2358,223,1999,3,5,264,850,0,6,50,1017,385.4,2025-08-18 18:46:11
2359,223,1998,6,31,1677,3409,0,29,203.4,2517,415.8,2025-08-18 18:46:11
2360,223,1997,4,10,1212,2275,0,5,94,3571,470.5,2025-08-18 18:46:11
2361,223,1996,1,2,12,2000,0,2,23,28,27.9,2025-08-18 18:46:11
2362,223,1995,2,18,1800,500,0,12,92,2158,1078.8,2025-08-18 18:46:11
2363,223,1994,3,11,672,2100,0,33,198,2156,249,2025-08-18 18:46:11
2364,224,2024,1,8,480,100,1000,1,2,314,314,2025-08-18 18:46:11
